date,ROC_3d,sent_q5_flag,sent_cross_up_x_high_low_range,ROC_1d,sent_accel,high_low_range,BTC_Nasdaq_corr_5d,BTC_Nasdaq_beta_10d,sent_5d,BB_width,sent_q2_flag_x_Close_to_SMA10,sent_neg_x_high_low_range,sent_vol
2024-01-01,0.14696320979734784,2.2360679774997894,-0.775531358938486,1.338131822413129,-0.0004682801623799458,-0.09788447754196906,-2.0013759548711954,-2.2974530504715998,3.549011302175648,-1.3502480889067219,-0.49937580858847286,-0.25641440465966986,-2.4045950091037573
2024-01-02,0.8093798615378636,-0.44721359549995787,-0.775531358938486,0.43418990848888095,-0.5725973194724037,-0.35366993909799654,-1.642951823641349,-2.2900980445143593,2.496299051829735,-1.2830910849672557,-0.49937580858847286,-0.25641440465966986,0.17957142069613524
2024-01-03,0.166308140888326,-0.44721359549995787,-0.775531358938486,-1.4429129950955681,-0.010254160165961762,2.644774585490206,-0.7134074539784746,-0.8006476478302839,1.4315828477689876,-1.2932328896565297,1.948685810448258,-0.25641440465966986,1.2812667893077712
2024-01-04,-0.1388848095511124,-0.44721359549995787,1.1846404562783261,0.8158017940183044,0.8997571108127891,0.029807700608842285,0.4862697443643553,-1.3107125545351754,1.192068938139356,-1.2634939109848726,-0.49937580858847286,-0.25641440465966986,0.7176518624789487
2024-01-05,-0.4523368633415032,-0.44721359549995787,-0.775531358938486,-0.09541807635764976,-1.612314192982733,-0.4717607832396569,-0.18500205453141452,-1.3773820750909096,0.09632319408046927,-1.2637022429224787,-0.49937580858847286,1.3379804757983542,2.63514008222759
2024-01-08,1.5338929935232388,-0.44721359549995787,2.721989531925655,1.756777543761095,2.5050478261930507,1.5974553467579549,1.0210225596742204,0.5275703863361287,-0.5787976441439889,-1.0444900303153373,-0.49937580858847286,-0.25641440465966986,1.430433513698805
2024-01-09,0.6297245925472037,-0.44721359549995787,-0.775531358938486,-0.5962502907368971,-1.564657171213003,0.45118016482428663,1.0930182208094152,0.6298973280204209,-1.092057560426492,-0.9935427069889948,-0.49937580858847286,-0.25641440465966986,0.8904570488142625
2024-01-10,0.829548502280687,-0.44721359549995787,2.0296959012491222,0.2221447061404174,0.6453549997283146,0.8915177703378987,0.7445633346761619,0.49333118534256515,-0.9609305883228098,-0.8558450497321496,-0.49937580858847286,-0.25641440465966986,0.9874181741668079
2024-01-11,-0.367330635234399,-0.44721359549995787,2.1582961989177845,-0.24507677528044722,0.06985914020591172,1.0226525640733202,1.5208982908432425,0.4955083970691864,-0.7962186275223333,-0.7704736861719323,-0.49937580858847286,-0.25641440465966986,1.2959658901277409
2024-01-12,-1.3860328697813293,-0.44721359549995787,-0.775531358938486,-2.2793123393666566,-0.7978473736219802,2.5504519475210095,1.225307358401002,0.3871488683961522,0.0015229502534411157,-0.819171891852542,-0.49937580858847286,-0.25641440465966986,-0.8855270581863764
